Mes;Día;Hora;P2.0TD,0m,d,h;P3.0TD,0m,d,h;P3.0TDVE,0m,d,h;Demanda de Referencia 2023 (MW)
2;23;23;0.000167525051;0.000105924867;0.000109563552;31,497
2;23;24;0.000137714121;0.000095308413;0.000098826891;28,533
2;24;1;0.000111645624;0.000089431802;0.000077301805;27,047
2;24;2;0.000092294893;0.000085829534;0.000056063791;25,330
2;24;3;0.000081474578;0.000084332246;0.000049062531;24,252
2;24;4;0.000076309570;0.000083897595;0.000045118997;23,818
2;24;5;0.000074882711;0.000084176606;0.000041986644;23,758
2;24;6;0.000078066588;0.000087673807;0.000047213702;24,415
2;24;7;0.000090885165;0.000100633778;0.000046519637;27,053
2;24;8;0.000117165367;0.000128207862;0.000048613480;31,241
2;24;9;0.000127369300;0.000160165409;0.000074670482;33,180
2;24;10;0.000131127981;0.000183339929;0.000112641553;34,079
2;24;11;0.000134855082;0.000190122309;0.000163608774;34,137
2;24;12;0.000132688776;0.000187840317;0.000174273613;33,890
2;24;13;0.000131583499;0.000184637438;0.000173531666;33,506
2;24;14;0.000137557797;0.000172885638;0.000181310030;33,252
2;24;15;0.000138989649;0.000149795318;0.000188798086;32,257
2;24;16;0.000131943560;0.000138608235;0.000171978107;31,456
2;24;17;0.000126081425;0.000135352951;0.000193923989;30,981
2;24;18;0.000125857994;0.000134482914;0.000184984608;30,742
2;24;19;0.000134943286;0.000140421021;0.000199536688;31,133
2;24;20;0.000157918379;0.000151037344;0.000196814563;33,328
2;24;21;0.000170677441;0.000142978375;0.000194171377;33,902
2;24;22;0.000174371827;0.000127954320;0.000152241242;33,250
2;24;23;0.000163287879;0.000113860559;0.000136000802;30,899
2;24;24;0.000141183125;0.000102859112;0.000113880864;28,444
2;25;1;0.000118589113;0.000093416905;0.000098770980;27,056
2;25;2;0.000099051690;0.000087526618;0.000057631353;25,282
2;25;3;0.000086173552;0.000084858125;0.000047027154;23,879
2;25;4;0.000079436813;0.000083360381;0.000048474548;23,167
2;25;5;0.000076618253;0.000083241950;0.000050722089;22,825
2;25;6;0.000077480246;0.000084639297;0.000046684518;22,730
2;25;7;0.000081561430;0.000089017521;0.000043357503;23,340
2;25;8;0.000090218470;0.000095189190;0.000040867867;24,636
2;25;9;0.000105816375;0.000095439127;0.000054878518;26,090
2;25;10;0.000132016440;0.000107381811;0.000078631502;28,653
2;25;11;0.000147164920;0.000119522329;0.000104454240;30,197
2;25;12;0.000147967855;0.000123804434;0.000143603949;30,375
2;25;13;0.000145058093;0.000124991258;0.000156174771;29,980
2;25;14;0.000151368981;0.000119234060;0.000167630086;29,881
2;25;15;0.000150802481;0.000109417449;0.000147306648;29,197
2;25;16;0.000136654239;0.000104539265;0.000136976000;27,905
2;25;17;0.000126791363;0.000102032924;0.000144045334;27,121
2;25;18;0.000123580488;0.000102483154;0.000145425037;26,849
2;25;19;0.000131061516;0.000109695531;0.000153910108;27,605
2;25;20;0.000151006230;0.000127471498;0.000145127992;29,893
2;25;21;0.000162712542;0.000128854741;0.000153076911;30,815
2;25;22;0.000167584225;0.000120759083;0.000138391539;30,673
2;25;23;0.000158530292;0.000111211901;0.000103707647;29,124
2;25;24;0.000139395071;0.000102562380;0.000087495644;27,125
2;26;1;0.000119610335;0.000095401728;0.000094583559;25,250
2;26;2;0.000100857048;0.000088704253;0.000056055595;23,466
2;26;3;0.000087922734;0.000085777121;0.000046317759;22,152
2;26;4;0.000080402673;0.000084335486;0.000063347812;21,452
2;26;5;0.000077082330;0.000083578731;0.000060349182;21,112
2;26;6;0.000077284089;0.000084587073;0.000047669655;21,141
2;26;7;0.000079714847;0.000086623516;0.000049864653;21,543
2;26;8;0.000085019802;0.000088984671;0.000046629635;22,209
2;26;9;0.000095673344;0.000081852183;0.000044365187;22,774
2;26;10;0.000121812976;0.000086539065;0.000080977030;24,933
2;26;11;0.000142234225;0.000092612629;0.000087371145;26,654
2;26;12;0.000147507387;0.000097511026;0.000116534618;27,214
2;26;13;0.000144820809;0.000101428104;0.000141040001;27,071
2;26;14;0.000149485602;0.000101096822;0.000155436143;27,315
2;26;15;0.000147647892;0.000097343026;0.000172817111;27,083
2;26;16;0.000131797488;0.000093338489;0.000168323587;25,883
2;26;17;0.000122385358;0.000090025166;0.000136908824;25,127
2;26;18;0.000120562915;0.000087778457;0.000140245212;24,925
2;26;19;0.000132301821;0.000093206020;0.000163779378;26,029
2;26;20;0.000160435122;0.000109934763;0.000139688968;28,956
2;26;21;0.000178372340;0.000110510776;0.000149739975;30,512
2;26;22;0.000179899359;0.000105884763;0.000137770906;30,518
2;26;23;0.000162193351;0.000098798347;0.000110951683;29,210
2;26;24;0.000134696511;0.000091751531;0.000093725144;26,963
2;27;1;0.000108670952;0.000085107917;0.000064871391;24,874
2;27;2;0.000090245543;0.000082280588;0.000055754287;23,285
2;27;3;0.000079995473;0.000081022004;0.000046921022;22,340
2;27;4;0.000075113169;0.000080861662;0.000047648949;21,933
2;27;5;0.000073683539;0.000081719370;0.000060634745;21,963
2;27;6;0.000076890310;0.000085199966;0.000045715789;22,837
2;27;7;0.000089385311;0.000098487639;0.000041319970;25,980
2;27;8;0.000115141396;0.000126015594;0.000040787451;30,421
2;27;9;0.000125259869;0.000162238542;0.000070731908;32,664
2;27;10;0.000129310698;0.000187563942;0.000108193539;33,715
2;27;11;0.000133557889;0.000193547348;0.000127424198;33,866
2;27;12;0.000131872490;0.000190683870;0.000167627796;33,636
2;27;13;0.000130952102;0.000186501369;0.000171080222;33,322
2;27;14;0.000137398050;0.000174476341;0.000166766577;33,140
2;27;15;0.000137899340;0.000152577535;0.000158733061;32,214
2;27;16;0.000129271624;0.000144910439;0.000157248305;31,529
2;27;17;0.000122291025;0.000144060222;0.000151770839;31,063
2;27;18;0.000122383701;0.000143752359;0.000162524539;30,858
2;27;19;0.000133330076;0.000144633387;0.000159415480;31,279
2;27;20;0.000163265149;0.000151399205;0.000140926337;33,789
2;27;21;0.000183394864;0.000137235849;0.000171139966;34,805
2;27;22;0.000185583422;0.000118809864;0.000161894963;34,027
2;27;23;0.000167133476;0.000103661442;0.000110390047;31,271
2;27;24;0.000136472582;0.000093795754;0.000094678243;28,276
2;28;1;0.000110045155;0.000087738363;0.000071537841;26,784
2;28;2;0.000090648527;0.000084457940;0.000053761024;25,114
2;28;3;0.000080306252;0.000083284085;0.000040625833;24,062
2;28;4;0.000075484810;0.000083104710;0.000041673545;23,659
2;28;5;0.000074209692;0.000083627919;0.000037916864;23,648
2;28;6;0.000077569062;0.000087064954;0.000036975411;24,304
2;28;7;0.000090711499;0.000100372904;0.000032748686;26,981
2;28;8;0.000117812852;0.000127668450;0.000038451396;31,253
2;28;9;0.000127476836;0.000160836827;0.000067267189;33,259
2;28;10;0.000129818922;0.000184120560;0.000109022046;34,084
2;28;11;0.000132767261;0.000189657497;0.000144967359;34,087
2;28;12;0.000130445131;0.000187111928;0.000156455673;33,742
2;28;13;0.000129675284;0.000183809109;0.000151324233;33,421
2;28;14;0.000136016597;0.000171379266;0.000149433922;33,194
2;28;15;0.000136650720;0.000150502460;0.000148323662;32,284
2;28;16;0.000128637847;0.000143341909;0.000157472255;31,626
2;28;17;0.000122180642;0.000142309863;0.000152789866;31,236
2;28;18;0.000122555927;0.000141685241;0.000144742977;31,086
2;28;19;0.000133975205;0.000143810745;0.000165564436;31,540
2;28;20;0.000163682640;0.000151934413;0.000175166465;34,065
2;28;21;0.000183310025;0.000138991308;0.000161386528;35,071
2;28;22;0.000185115417;0.000121252868;0.000140312793;34,227
2;28;23;0.000167525051;0.000105924867;0.000109563552;31,497
2;28;24;0.000137714121;0.000095308413;0.000098826891;28,533
3;1;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;1;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;1;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;1;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;1;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;1;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;1;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;1;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;1;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;1;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;1;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;1;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;1;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;1;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;1;15;0.000132683480;0.000133477262;0.000176328491;31,492
3;1;16;0.000123442582;0.000127124337;0.000188406359;30,642
3;1;17;0.000116400276;0.000125972047;0.000187892951;30,087
3;1;18;0.000115643198;0.000124684877;0.000185721084;29,834
3;1;19;0.000120879508;0.000120341494;0.000192939663;29,758
3;1;20;0.000143301315;0.000126921642;0.000208928660;31,600
3;1;21;0.000168723127;0.000122339753;0.000207029689;33,386
3;1;22;0.000173039534;0.000108073951;0.000180139691;32,736
3;1;23;0.000154560270;0.000094468869;0.000140588094;30,127
3;1;24;0.000126341909;0.000084387104;0.000092929981;27,299
3;2;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;2;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;2;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;2;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;2;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;2;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;2;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;2;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;2;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;2;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;2;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;2;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;2;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;2;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;2;15;0.000132683480;0.000133477262;0.000176328491;31,492
3;2;16;0.000123442582;0.000127124337;0.000188406359;30,642
3;2;17;0.000116400276;0.000125972047;0.000187892951;30,087
3;2;18;0.000115643198;0.000124684877;0.000185721084;29,834
3;2;19;0.000120879508;0.000120341494;0.000192939663;29,758
3;2;20;0.000143301315;0.000126921642;0.000208928660;31,600
3;2;21;0.000168723127;0.000122339753;0.000207029689;33,386
3;2;22;0.000173039534;0.000108073951;0.000180139691;32,736
3;2;23;0.000154560270;0.000094468869;0.000140588094;30,127
3;2;24;0.000126341909;0.000084387104;0.000092929981;27,299
3;3;1;0.000102743098;0.000084708472;0.000057617417;25,834
3;3;2;0.000085059019;0.000081186202;0.000047342315;24,306
3;3;3;0.000075357836;0.000079895793;0.000041502172;23,331
3;3;4;0.000070755021;0.000079409852;0.000046256272;22,924
3;3;5;0.000069549878;0.000079809354;0.000042664666;22,853
3;3;6;0.000072642773;0.000082945358;0.000051479632;23,460
3;3;7;0.000083882796;0.000094452619;0.000040970598;25,904
3;3;8;0.000103461906;0.000108826039;0.000050365716;29,077
3;3;9;0.000116290964;0.000138104879;0.000070323423;31,191
3;3;10;0.000122311043;0.000158172929;0.000108596732;32,280
3;3;11;0.000126511070;0.000165235268;0.000152167860;32,626
3;3;12;0.000125847081;0.000165633846;0.000176495024;32,535
3;3;13;0.000126475825;0.000164884896;0.000169793412;32,404
3;3;14;0.000133293190;0.000156275260;0.000157187748;32,192
3;3;15;0.000134562973;0.000136636732;0.000170954114;31,299
3;3;16;0.000126296901;0.000126955175;0.000170264263;30,358
3;3;17;0.000119838769;0.000123809188;0.000175286341;29,758
3;3;18;0.000118492238;0.000122531262;0.000184004548;29,421
3;3;19;0.000121865820;0.000120574380;0.000185276144;29,297
3;3;20;0.000140327247;0.000132996013;0.000187853381;31,069
3;3;21;0.000160297699;0.000133305391;0.000190620152;32,479
3;3;22;0.000165089877;0.000119231353;0.000177444092;31,773
3;3;23;0.000153333058;0.000106044650;0.000139132358;29,614
3;3;24;0.000131122905;0.000095310458;0.000098538043;27,219
3;4;1;0.000108713450;0.000088501266;0.000082456444;25,679
3;4;2;0.000090368068;0.000083233458;0.000050668335;24,023
3;4;3;0.000079101648;0.000080930807;0.000041048642;22,811
3;4;4;0.000073296809;0.000079839406;0.000042998940;22,216
3;4;5;0.000070957884;0.000079759580;0.000044652791;21,957
3;4;6;0.000072028190;0.000081010896;0.000041336130;21,906
3;4;7;0.000075712502;0.000084540077;0.000035273003;22,469
3;4;8;0.000081153121;0.000081336011;0.000035872268;23,189
3;4;9;0.000099973110;0.000086505299;0.000047572664;24,962
3;4;10;0.000124373937;0.000098760195;0.000070592395;27,315
3;4;11;0.000137271369;0.000109288420;0.000101180382;28,546
3;4;12;0.000137997348;0.000113822286;0.000150900843;28,689
3;4;13;0.000136282332;0.000115327912;0.000181296707;28,440
3;4;14;0.000142977630;0.000111592461;0.000192418743;28,465
3;4;15;0.000141757424;0.000103451539;0.000183611542;27,871
3;4;16;0.000127023483;0.000098720748;0.000160356485;26,596
3;4;17;0.000116894669;0.000095744997;0.000160765817;25,769
3;4;18;0.000112808064;0.000095247589;0.000151286085;25,377
3;4;19;0.000115014872;0.000096104887;0.000157664572;25,538
3;4;20;0.000131877366;0.000112388187;0.000177628650;27,438
3;4;21;0.000152062001;0.000120346624;0.000163993086;29,227
3;4;22;0.000158432643;0.000112608226;0.000155206192;29,221
3;4;23;0.000148746675;0.000102812208;0.000115703096;27,656
3;4;24;0.000129106899;0.000093857688;0.000099973093;25,584
3;5;1;0.000109065848;0.000087516748;0.000072836552;23,758
3;5;2;0.000092182056;0.000082903324;0.000052456373;22,156
3;5;3;0.000082251536;0.000080834103;0.000047445246;21,172
3;5;4;0.000074142564;0.000078761264;0.000047278407;20,595
3;5;5;0.000071002265;0.000078334185;0.000043886091;20,226
3;5;6;0.000071033257;0.000079073346;0.000042090885;20,193
3;5;7;0.000073220340;0.000081178082;0.000038780793;20,602
3;5;8;0.000075742913;0.000075829661;0.000029445601;20,851
3;5;9;0.000088934706;0.000073587539;0.000030747658;21,572
3;5;10;0.000112989620;0.000079458801;0.000050215402;23,527
3;5;11;0.000131583711;0.000084835449;0.000076087912;25,214
3;5;12;0.000137719694;0.000089912452;0.000102102374;25,971
3;5;13;0.000137578484;0.000093556442;0.000137260701;25,993
3;5;14;0.000142886865;0.000093541689;0.000169983743;26,330
3;5;15;0.000139950816;0.000090974486;0.000164985158;26,175
3;5;16;0.000123810357;0.000087525332;0.000156593062;24,857
3;5;17;0.000113968114;0.000083796958;0.000143315863;24,048
3;5;18;0.000111172576;0.000080941785;0.000137202367;23,704
3;5;19;0.000116576225;0.000081236296;0.000139199253;24,056
3;5;20;0.000138084616;0.000094429551;0.000155460034;26,121
3;5;21;0.000163051198;0.000101120277;0.000163169446;28,448
3;5;22;0.000166688006;0.000098988832;0.000148333163;29,007
3;5;23;0.000148197414;0.000091440278;0.000104727194;27,584
3;5;24;0.000123330711;0.000082339179;0.000076474746;25,428
3;6;1;0.000100188611;0.000077611683;0.000051166461;23,471
3;6;2;0.000083036899;0.000074762102;0.000044567978;22,041
3;6;3;0.000073734429;0.000073858537;0.000039421070;21,206
3;6;4;0.000069226446;0.000073423986;0.000043675850;20,842
3;6;5;0.000067938568;0.000073951033;0.000035738280;20,919
3;6;6;0.000070887434;0.000077149821;0.000049072817;21,814
3;6;7;0.000081760801;0.000088752723;0.000030620837;24,779
3;6;8;0.000101223306;0.000105202482;0.000033806696;28,316
3;6;9;0.000113276450;0.000134582452;0.000051390638;30,712
3;6;10;0.000120264961;0.000155718474;0.000083581708;32,042
3;6;11;0.000125883004;0.000163041836;0.000121283028;32,545
3;6;12;0.000126132183;0.000162868829;0.000161241844;32,555
3;6;13;0.000127123470;0.000161076595;0.000161082372;32,541
3;6;14;0.000134595805;0.000151882966;0.000156352162;32,427
3;6;15;0.000135513202;0.000133749167;0.000144508619;31,661
3;6;16;0.000125586838;0.000127265457;0.000166671063;30,780
3;6;17;0.000118061896;0.000126549375;0.000168684274;30,156
3;6;18;0.000117018103;0.000125524520;0.000160754269;29,841
3;6;19;0.000122070104;0.000120765443;0.000167587480;29,728
3;6;20;0.000143889983;0.000125994269;0.000184327275;31,523
3;6;21;0.000169198644;0.000120332992;0.000174539947;33,235
3;6;22;0.000173849735;0.000106128587;0.000138952181;32,601
3;6;23;0.000154544934;0.000092850400;0.000104471760;29,999
3;6;24;0.000125731042;0.000083937605;0.000070164548;27,196
3;7;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;7;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;7;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;7;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;7;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;7;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;7;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;7;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;7;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;7;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;7;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;7;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;7;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;7;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;7;15;0.000132683480;0.000133477262;0.000176328491;31,492
3;7;16;0.000123442582;0.000127124337;0.000188406359;30,642
3;7;17;0.000116400276;0.000125972047;0.000187892951;30,087
3;7;18;0.000115643198;0.000124684877;0.000185721084;29,834
3;7;19;0.000120879508;0.000120341494;0.000192939663;29,758
3;7;20;0.000143301315;0.000126921642;0.000208928660;31,600
3;7;21;0.000168723127;0.000122339753;0.000207029689;33,386
3;7;22;0.000173039534;0.000108073951;0.000180139691;32,736
3;7;23;0.000154560270;0.000094468869;0.000140588094;30,127
3;7;24;0.000126341909;0.000084387104;0.000092929981;27,299
3;8;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;8;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;8;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;8;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;8;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;8;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;8;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;8;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;8;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;8;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;8;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;8;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;8;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;8;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;8;15;0.000132683480;0.000133477262;0.000176328491;31,492
3;8;16;0.000123442582;0.000127124337;0.000188406359;30,642
3;8;17;0.000116400276;0.000125972047;0.000187892951;30,087
3;8;18;0.000115643198;0.000124684877;0.000185721084;29,834
3;8;19;0.000120879508;0.000120341494;0.000192939663;29,758
3;8;20;0.000143301315;0.000126921642;0.000208928660;31,600
3;8;21;0.000168723127;0.000122339753;0.000207029689;33,386
3;8;22;0.000173039534;0.000108073951;0.000180139691;32,736
3;8;23;0.000154560270;0.000094468869;0.000140588094;30,127
3;8;24;0.000126341909;0.000084387104;0.000092929981;27,299
3;9;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;9;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;9;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;9;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;9;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;9;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;9;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;9;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;9;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;9;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;9;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;9;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;9;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;9;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;9;15;0.000132683480;0.000133477262;0.000176328491;31,492
3;9;16;0.000123442582;0.000127124337;0.000188406359;30,642
3;9;17;0.000116400276;0.000125972047;0.000187892951;30,087
3;9;18;0.000115643198;0.000124684877;0.000185721084;29,834
3;9;19;0.000120879508;0.000120341494;0.000192939663;29,758
3;9;20;0.000143301315;0.000126921642;0.000208928660;31,600
3;9;21;0.000168723127;0.000122339753;0.000207029689;33,386
3;9;22;0.000173039534;0.000108073951;0.000180139691;32,736
3;9;23;0.000154560270;0.000094468869;0.000140588094;30,127
3;9;24;0.000126341909;0.000084387104;0.000092929981;27,299
3;10;1;0.000102743098;0.000084708472;0.000057617417;25,834
3;10;2;0.000085059019;0.000081186202;0.000047342315;24,306
3;10;3;0.000075357836;0.000079895793;0.000041502172;23,331
3;10;4;0.000070755021;0.000079409852;0.000046256272;22,924
3;10;5;0.000069549878;0.000079809354;0.000042664666;22,853
3;10;6;0.000072642773;0.000082945358;0.000051479632;23,460
3;10;7;0.000083882796;0.000094452619;0.000040970598;25,904
3;10;8;0.000103461906;0.000108826039;0.000050365716;29,077
3;10;9;0.000116290964;0.000138104879;0.000070323423;31,191
3;10;10;0.000122311043;0.000158172929;0.000108596732;32,280
3;10;11;0.000126511070;0.000165235268;0.000152167860;32,626
3;10;12;0.000125847081;0.000165633846;0.000176495024;32,535
3;10;13;0.000126475825;0.000164884896;0.000169793412;32,404
3;10;14;0.000133293190;0.000156275260;0.000157187748;32,192
3;10;15;0.000134562973;0.000136636732;0.000170954114;31,299
3;10;16;0.000126296901;0.000126955175;0.000170264263;30,358
3;10;17;0.000119838769;0.000123809188;0.000175286341;29,758
3;10;18;0.000118492238;0.000122531262;0.000184004548;29,421
3;10;19;0.000121865820;0.000120574380;0.000185276144;29,297
3;10;20;0.000140327247;0.000132996013;0.000187853381;31,069
3;10;21;0.000160297699;0.000133305391;0.000190620152;32,479
3;10;22;0.000165089877;0.000119231353;0.000177444092;31,773
3;10;23;0.000153333058;0.000106044650;0.000139132358;29,614
3;10;24;0.000131122905;0.000095310458;0.000098538043;27,219
3;11;1;0.000108713450;0.000088501266;0.000082456444;25,679
3;11;2;0.000090368068;0.000083233458;0.000050668335;24,023
3;11;3;0.000079101648;0.000080930807;0.000041048642;22,811
3;11;4;0.000073296809;0.000079839406;0.000042998940;22,216
3;11;5;0.000070957884;0.000079759580;0.000044652791;21,957
3;11;6;0.000072028190;0.000081010896;0.000041336130;21,906
3;11;7;0.000075712502;0.000084540077;0.000035273003;22,469
3;11;8;0.000081153121;0.000081336011;0.000035872268;23,189
3;11;9;0.000099973110;0.000086505299;0.000047572664;24,962
3;11;10;0.000124373937;0.000098760195;0.000070592395;27,315
3;11;11;0.000137271369;0.000109288420;0.000101180382;28,546
3;11;12;0.000137997348;0.000113822286;0.000150900843;28,689
3;11;13;0.000136282332;0.000115327912;0.000181296707;28,440
3;11;14;0.000142977630;0.000111592461;0.000192418743;28,465
3;11;15;0.000141757424;0.000103451539;0.000183611542;27,871
3;11;16;0.000127023483;0.000098720748;0.000160356485;26,596
3;11;17;0.000116894669;0.000095744997;0.000160765817;25,769
3;11;18;0.000112808064;0.000095247589;0.000151286085;25,377
3;11;19;0.000115014872;0.000096104887;0.000157664572;25,538
3;11;20;0.000131877366;0.000112388187;0.000177628650;27,438
3;11;21;0.000152062001;0.000120346624;0.000163993086;29,227
3;11;22;0.000158432643;0.000112608226;0.000155206192;29,221
3;11;23;0.000148746675;0.000102812208;0.000115703096;27,656
3;11;24;0.000129106899;0.000093857688;0.000099973093;25,584
3;12;1;0.000109065848;0.000087516748;0.000072836552;23,758
3;12;2;0.000092182056;0.000082903324;0.000052456373;22,156
3;12;3;0.000082251536;0.000080834103;0.000047445246;21,172
3;12;4;0.000074142564;0.000078761264;0.000047278407;20,595
3;12;5;0.000071002265;0.000078334185;0.000043886091;20,226
3;12;6;0.000071033257;0.000079073346;0.000042090885;20,193
3;12;7;0.000073220340;0.000081178082;0.000038780793;20,602
3;12;8;0.000075742913;0.000075829661;0.000029445601;20,851
3;12;9;0.000088934706;0.000073587539;0.000030747658;21,572
3;12;10;0.000112989620;0.000079458801;0.000050215402;23,527
3;12;11;0.000131583711;0.000084835449;0.000076087912;25,214
3;12;12;0.000137719694;0.000089912452;0.000102102374;25,971
3;12;13;0.000137578484;0.000093556442;0.000137260701;25,993
3;12;14;0.000142886865;0.000093541689;0.000169983743;26,330
3;12;15;0.000139950816;0.000090974486;0.000164985158;26,175
3;12;16;0.000123810357;0.000087525332;0.000156593062;24,857
3;12;17;0.000113968114;0.000083796958;0.000143315863;24,048
3;12;18;0.000111172576;0.000080941785;0.000137202367;23,704
3;12;19;0.000116576225;0.000081236296;0.000139199253;24,056
3;12;20;0.000138084616;0.000094429551;0.000155460034;26,121
3;12;21;0.000163051198;0.000101120277;0.000163169446;28,448
3;12;22;0.000166688006;0.000098988832;0.000148333163;29,007
3;12;23;0.000148197414;0.000091440278;0.000104727194;27,584
3;12;24;0.000123330711;0.000082339179;0.000076474746;25,428
3;13;1;0.000100188611;0.000077611683;0.000051166461;23,471
3;13;2;0.000083036899;0.000074762102;0.000044567978;22,041
3;13;3;0.000073734429;0.000073858537;0.000039421070;21,206
3;13;4;0.000069226446;0.000073423986;0.000043675850;20,842
3;13;5;0.000067938568;0.000073951033;0.000035738280;20,919
3;13;6;0.000070887434;0.000077149821;0.000049072817;21,814
3;13;7;0.000081760801;0.000088752723;0.000030620837;24,779
3;13;8;0.000101223306;0.000105202482;0.000033806696;28,316
3;13;9;0.000113276450;0.000134582452;0.000051390638;30,712
3;13;10;0.000120264961;0.000155718474;0.000083581708;32,042
3;13;11;0.000125883004;0.000163041836;0.000121283028;32,545
3;13;12;0.000126132183;0.000162868829;0.000161241844;32,555
3;13;13;0.000127123470;0.000161076595;0.000161082372;32,541
3;13;14;0.000134595805;0.000151882966;0.000156352162;32,427
3;13;15;0.000135513202;0.000133749167;0.000144508619;31,661
3;13;16;0.000125586838;0.000127265457;0.000166671063;30,780
3;13;17;0.000118061896;0.000126549375;0.000168684274;30,156
3;13;18;0.000117018103;0.000125524520;0.000160754269;29,841
3;13;19;0.000122070104;0.000120765443;0.000167587480;29,728
3;13;20;0.000143889983;0.000125994269;0.000184327275;31,523
3;13;21;0.000169198644;0.000120332992;0.000174539947;33,235
3;13;22;0.000173849735;0.000106128587;0.000138952181;32,601
3;13;23;0.000154544934;0.000092850400;0.000104471760;29,999
3;13;24;0.000125731042;0.000083937605;0.000070164548;27,196
3;14;1;0.000101027714;0.000078950071;0.000060588189;25,549
3;14;2;0.000083531031;0.000075881077;0.000046019728;24,016
3;14;3;0.000074141551;0.000074803183;0.000036748022;23,070
3;14;4;0.000069774714;0.000074271675;0.000036764246;22,684
3;14;5;0.000068587133;0.000074716455;0.000032256571;22,635
3;14;6;0.000071577307;0.000077844287;0.000042188201;23,253
3;14;7;0.000083000880;0.000089224270;0.000036635152;25,802
3;14;8;0.000103433303;0.000104958553;0.000043776338;29,181
3;14;9;0.000115038311;0.000133523977;0.000068855047;31,328
3;14;10;0.000119723371;0.000153918832;0.000110554838;32,284
3;14;11;0.000123539937;0.000160634338;0.000150904670;32,541
3;14;12;0.000123149669;0.000160687250;0.000165942161;32,471
3;14;13;0.000124449098;0.000159855028;0.000168563489;32,438
3;14;14;0.000131678410;0.000151173630;0.000173171472;32,289
3;14;15;0.000132683480;0.000133477262;0.000176328491;31,492
